Name                                                                                                                                                              Stmts   Miss  Cover
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\cifar10\__init__.py                                8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\fashion_mnist\__init__.py                          8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\imdb\__init__.py                                   9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\mnist\__init__.py                                  8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\datasets\reuters\__init__.py                                9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\estimator\__init__.py                                       8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\experimental\__init__.py                                   15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\initializers\__init__.py                                   36     36     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\layers\__init__.py                                        128    128     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\layers\experimental\__init__.py                            10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\layers\experimental\preprocessing\__init__.py              24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\losses\__init__.py                                         54     54     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\metrics\__init__.py                                        79     79     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\mixed_precision\__init__.py                                 9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\mixed_precision\experimental\__init__.py                    8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\models\__init__.py                                         15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\optimizers\__init__.py                                     20     20     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\optimizers\schedules\__init__.py                           16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\premade\__init__.py                                         0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\preprocessing\__init__.py                                  10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\preprocessing\image\__init__.py                            24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\preprocessing\sequence\__init__.py                         11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\preprocessing\text\__init__.py                             12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\regularizers\__init__.py                                   17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\utils\__init__.py                                          26     26     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\wrappers\__init__.py                                        8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\api\keras\wrappers\scikit_learn\__init__.py                           9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\__init__.py                                              1      1     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\densenet.py                                            122    122     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\efficientnet.py                                        160    160     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\imagenet_utils.py                                      170    170     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\inception_resnet_v2.py                                 141    141     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\inception_v3.py                                        167    167     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\mobilenet.py                                           130    130     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\mobilenet_v2.py                                        170    170     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\mobilenet_v3.py                                        214    214     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\nasnet.py                                              195    195     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\resnet.py                                              172    172     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\resnet_v2.py                                            40     40     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\vgg16.py                                                72     72     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\vgg19.py                                                75     75     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\applications\xception.py                                            117    117     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\backend.py                                                         2300   2285     1%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\backend_config.py                                                    30     29     3%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\benchmarks\__init__.py                                                0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\benchmarks\benchmark_util.py                                         77     77     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\benchmarks\distribution_util.py                                      62     62     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\benchmarks\saved_model_benchmarks\__init__.py                         0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\benchmarks\saved_model_benchmarks\saved_model_benchmark_util.py      31     31     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\callbacks.py                                                       1177   1122     5%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\callbacks_v1.py                                                     231    231     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\combinations.py                                                      41     41     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\constraints.py                                                      106    106     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\__init__.py                                                  0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\boston_housing.py                                           22     22     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\cifar.py                                                    13     13     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\cifar10.py                                                  28     28     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\cifar100.py                                                 24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\fashion_mnist.py                                            23     23     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\imdb.py                                                     56     56     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\mnist.py                                                    12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\datasets\reuters.py                                                  44     44     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\distribute\__init__.py                                                2      2     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\distribute\distribute_strategy_test.py                             1470   1470     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\python\keras\distribute\distributed_file_utils.py                                 38     38     0%
